Section,Url,Content,Metadata
600. Promise of employment or other benefit for political activity,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title18-section600&num=0&edition=prelim,"Whoever, directly or indirectly, promises any employment, position, compensation, contract, appointment, or other benefit, provided for or made possible in whole or in part by any Act of Congress, or any special consideration in obtaining any such benefit, to any person as consideration, favor, or reward for any political activity or for the support of or opposition to any candidate or any political party in connection with any general or special election to any political office, or in connection with any primary election or political convention or caucus held to select candidates for any political office, shall be fined under this title or imprisoned not more than one year, or both.(June 25, 1948, ch. 645, 62 Stat. 721; Pub. L. 92–225, title II, §202, Feb. 7, 1972, 86 Stat. 9; Pub. L. 94–453, §3, Oct. 2, 1976, 90 Stat. 1517; Pub. L. 103–322, title XXXIII, §330016(1)(L), Sept. 13, 1994, 108 Stat. 2147.)Historical and Revision NotesBased on title 18, U.S.C., 1940 ed., §§61b, 61g (Aug. 2, 1939, 11:50 a.m., E.S.T., ch. 410, §§3, 8, 53 Stat. 1147, 1148).This section consolidates sections 61b and 61g of title 18, U.S.C., 1940 ed.Minor changes were made in phraseology.Editorial NotesAmendments1994-Pub. L. 103–322 substituted ""fined under this title"" for ""fined not more than $10,000"".1976-Pub. L. 94–453 substituted $10,000 for $1,000 maximum allowable fine.1972-Pub. L. 92–225 struck out ""work,"" after ""position,"", inserted ""contract, appointment,"" after ""compensation,"" and ""or any special consideration in obtaining any such benefit,"" after ""Act of Congress,"", and substituted ""in connection with any general or special election to any political office, or in connection with any primary election or political convention or caucus held to select candidates for any political office"" for ""in any election"".Statutory Notes and Related SubsidiariesEffective Date of 1972 AmendmentAmendment by Pub. L. 92–225 effective Dec. 31, 1971, or sixty days after date of enactment [Feb. 7, 1972], whichever is later, see section 408 of Pub. L. 92–225, set out as an Effective Date note under section 30101 of Title 52, Voting and Elections.","Amendments1994-Pub. L. 103–322 substituted ""fined under this title"" for ""fined not more than $10,000"".1976-Pub. L. 94–453 substituted $10,000 for $1,000 maximum allowable fine.1972-Pub. L. 92–225 struck out ""work,"" after ""position,"", inserted ""contract, appointment,"" after ""compensation,"" and ""or any special consideration in obtaining any such benefit,"" after ""Act of Congress,"", and substituted ""in connection with any general or special election to any political office, or in connection with any primary election or political convention or caucus held to select candidates for any political office"" for ""in any election"".Statutory Notes and Related SubsidiariesEffective Date of 1972 AmendmentAmendment by Pub. L. 92–225 effective Dec. 31, 1971, or sixty days after date of enactment [Feb. 7, 1972], whichever is later, see section 408 of Pub. L. 92–225, set out as an Effective Date note under section 30101 of Title 52, Voting and Elections."
601. Deprivation of employment or other benefit for political contribution,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title18-section601&num=0&edition=prelim,"(a) Whoever, directly or indirectly, knowingly causes or attempts to cause any person to make a contribution of a thing of value (including services) for the benefit of any candidate or any political party, by means of the denial or deprivation, or the threat of the denial or deprivation, of-(1) any employment, position, or work in or for any agency or other entity of the Government of the United States, a State, or a political subdivision of a State, or any compensation or benefit of such employment, position, or work; or(2) any payment or benefit of a program of the United States, a State, or a political subdivision of a State;if such employment, position, work, compensation, payment, or benefit is provided for or made possible in whole or in part by an Act of Congress, shall be fined under this title, or imprisoned not more than one year, or both.(b) As used in this section-(1) the term ""candidate"" means an individual who seeks nomination for election, or election, to Federal, State, or local office, whether or not such individual is elected, and, for purposes of this paragraph, an individual shall be deemed to seek nomination for election, or election, to Federal, State, or local office, if he has (A) taken the action necessary under the law of a State to qualify himself for nomination for election, or election, or (B) received contributions or made expenditures, or has given his consent for any other person to receive contributions or make expenditures, with a view to bringing about his nomination for election, or election, to such office;(2) the term ""election"" means (A) a general, special primary, or runoff election, (B) a convention or caucus of a political party held to nominate a candidate, (C) a primary election held for the selection of delegates to a nominating convention of a political party, (D) a primary election held for the expression of a preference for the nomination of persons for election to the office of President, and (E) the election of delegates to a constitutional convention for proposing amendments to the Constitution of the United States or of any State; and(3) the term ""State"" means a State of the United States, the District of Columbia, the Commonwealth of Puerto Rico, or any territory or possession of the United States.(June 25, 1948, ch. 645, 62 Stat. 721; Pub. L. 94–453, §1, Oct. 2, 1976, 90 Stat. 1516; Pub. L. 103–322, title XXXIII, §330016(1)(L), Sept. 13, 1994, 108 Stat. 2147.)Historical and Revision NotesBased on title 18, U.S.C., 1940 ed., §§61c, 61g (Aug. 2, 1939, 11:50 a.m., E.S.T., ch. 410, §§4, 8, 53 Stat. 1147, 1148).This section consolidates sections 61c and 61g of title 18, U.S.C., 1940 ed.The words ""except as required by law"" were used as sufficient to cover the reference to the exception made to the provisions of subsection (b), section 61h of title 18, U.S.C., 1940 ed., which expressly prescribes the circumstances under which a person may be lawfully deprived of his employment and compensation therefor.Changes were made in phraseology.Editorial NotesAmendments1994-Subsec. (a). Pub. L. 103–322 substituted ""fined under this title"" for ""fined not more than $10,000"" in concluding provisions.1976-Pub. L. 94–453 struck out provisions relating to deprivations based upon race, creed, and color which are now set out in section 246 of this title, replaced term ""political activity"" with more precise terms and definitions, and raised the amount of maximum fine from $1,000 to $10,000.","Amendments1994-Subsec. (a). Pub. L. 103–322 substituted ""fined under this title"" for ""fined not more than $10,000"" in concluding provisions.1976-Pub. L. 94–453 struck out provisions relating to deprivations based upon race, creed, and color which are now set out in section 246 of this title, replaced term ""political activity"" with more precise terms and definitions, and raised the amount of maximum fine from $1,000 to $10,000."
602. Solicitation of political contributions,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title18-section602&num=0&edition=prelim,"(a) It shall be unlawful for-(1) a candidate for the Congress;(2) an individual elected to or serving in the office of Senator or Representative in, or Delegate or Resident Commissioner to, the Congress;(3) an officer or employee of the United States or any department or agency thereof; or(4) a person receiving any salary or compensation for services from money derived from the Treasury of the United States; to knowingly solicit any contribution within the meaning of section 301(8) of the Federal Election Campaign Act of 1971 from any other such officer, employee, or person. Any person who violates this section shall be fined under this title or imprisoned not more than 3 years, or both.(b) The prohibition in subsection (a) shall not apply to any activity of an employee (as defined in section 7322(1) of title 5) or any individual employed in or under the United States Postal Service or the Postal Regulatory Commission, unless that activity is prohibited by section 7323 or 7324 of such title.(June 25, 1948, ch. 645, 62 Stat. 722; Pub. L. 96–187, title II, §201(a)(3), Jan. 8, 1980, 93 Stat. 1367; Pub. L. 103–94, §4(a), Oct. 6, 1993, 107 Stat. 1004; Pub. L. 103–322, title XXXIII, §330016(1)(K), Sept. 13, 1994, 108 Stat. 2147; Pub. L. 109–435, title VI, §604(f), Dec. 20, 2006, 120 Stat. 3242.)Historical and Revision NotesBased on title 18, U.S.C., 1940 ed., §§208, 212 (Mar. 4, 1909, ch. 321, §§118, 122, 35 Stat. 1110; Feb. 28, 1925, ch. 368, §312, 43 Stat. 1073).This section consolidates sections 208 and 212 of title 18, U.S.C., 1940 ed.This section, like section 201 of this title, was expanded to embrace all officers or persons acting on behalf of any independent agencies or Government-owned or controlled corporations by inserting words ""or any department or agency thereof."" (See definitive section 6 of this title.)The punishment provision was taken from section 212 of title 18, U.S.C., 1940 ed., which, by reference, made the punishment applicable to the crime described in this section.Changes were made in phraseology.Editorial NotesReferences in TextSection 301(8) of the Federal Election Campaign Act of 1971, referred to in subsec. (a)(4), is classified to section 30101(8) of Title 52, Voting and Elections.Amendments2006-Subsec. (b). Pub. L. 109–435 substituted ""Postal Regulatory Commission"" for ""Postal Rate Commission"".1994-Pub. L. 103–322, which directed the amendment of this section by substituting ""under this title"" for ""not more than $5,000"", could not be executed because the phrase ""not more than $5,000"" does not appear in text. See 1993 Amendment note below.1993-Pub. L. 103–94 designated existing provisions as subsec. (a), substituted ""; to knowingly solicit any contribution within the meaning of section 301(8) of the Federal Election Campaign Act of 1971 from any other such officer, employee, or person. Any person who violates this section shall be fined under this title or imprisoned not more than 3 years, or both"" for ""to knowingly solicit, any contribution within the meaning of section 301(8) of the Federal Election Campaign Act of 1971 from any other such officer, employee, or person. Any person who violates this section shall be fined not more than $5,000 or imprisoned not more than three years, or both"" in par. (4), and added subsec. (b).1980-Pub. L. 96–187 amended section generally to conform its terms to revision of the Federal Election Campaign Act of 1971 by title I of Pub. L. 96–187.Statutory Notes and Related SubsidiariesEffective Date of 1993 Amendment; Savings ProvisionAmendment by Pub. L. 103–94 effective 120 days after Oct. 6, 1993, but not to release or extinguish any penalty, forfeiture, or liability incurred under amended provision, which is to be treated as remaining in force for purpose of sustaining any proper proceeding or action for enforcement of that penalty, forfeiture, or liability, and no provision of Pub. L. 103–94 to affect any proceedings with respect to which charges were filed on or before 120 days after Oct. 6, 1993, with orders to be issued in such proceedings and appeals taken therefrom as if Pub. L. 103–94 had not been enacted, see section 12 of Pub. L. 103–94, set out as an Effective Date; Savings Provision note under section 7321 of Title 5, Government Organization and Employees.Effective Date of 1980 AmendmentAmendment by Pub. L. 96–187 effective Jan. 8, 1980, see section 301(a) of Pub. L. 96–187, set out as a note under section 30101 of Title 52, Voting and Elections.","References in TextSection 301(8) of the Federal Election Campaign Act of 1971, referred to in subsec. (a)(4), is classified to section 30101(8) of Title 52, Voting and Elections.Amendments2006-Subsec. (b). Pub. L. 109–435 substituted ""Postal Regulatory Commission"" for ""Postal Rate Commission"".1994-Pub. L. 103–322, which directed the amendment of this section by substituting ""under this title"" for ""not more than $5,000"", could not be executed because the phrase ""not more than $5,000"" does not appear in text. See 1993 Amendment note below.1993-Pub. L. 103–94 designated existing provisions as subsec. (a), substituted ""; to knowingly solicit any contribution within the meaning of section 301(8) of the Federal Election Campaign Act of 1971 from any other such officer, employee, or person. Any person who violates this section shall be fined under this title or imprisoned not more than 3 years, or both"" for ""to knowingly solicit, any contribution within the meaning of section 301(8) of the Federal Election Campaign Act of 1971 from any other such officer, employee, or person. Any person who violates this section shall be fined not more than $5,000 or imprisoned not more than three years, or both"" in par. (4), and added subsec. (b).1980-Pub. L. 96–187 amended section generally to conform its terms to revision of the Federal Election Campaign Act of 1971 by title I of Pub. L. 96–187.Statutory Notes and Related SubsidiariesEffective Date of 1993 Amendment; Savings ProvisionAmendment by Pub. L. 103–94 effective 120 days after Oct. 6, 1993, but not to release or extinguish any penalty, forfeiture, or liability incurred under amended provision, which is to be treated as remaining in force for purpose of sustaining any proper proceeding or action for enforcement of that penalty, forfeiture, or liability, and no provision of Pub. L. 103–94 to affect any proceedings with respect to which charges were filed on or before 120 days after Oct. 6, 1993, with orders to be issued in such proceedings and appeals taken therefrom as if Pub. L. 103–94 had not been enacted, see section 12 of Pub. L. 103–94, set out as an Effective Date; Savings Provision note under section 7321 of Title 5, Government Organization and Employees.Effective Date of 1980 AmendmentAmendment by Pub. L. 96–187 effective Jan. 8, 1980, see section 301(a) of Pub. L. 96–187, set out as a note under section 30101 of Title 52, Voting and Elections."
603. Making political contributions,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title18-section603&num=0&edition=prelim,"(a) It shall be unlawful for an officer or employee of the United States or any department or agency thereof, or a person receiving any salary or compensation for services from money derived from the Treasury of the United States, to make any contribution within the meaning of section 301(8) of the Federal Election Campaign Act of 1971 to any other such officer, employee or person or to any Senator or Representative in, or Delegate or Resident Commissioner to, the Congress, if the person receiving such contribution is the employer or employing authority of the person making the contribution. Any person who violates this section shall be fined under this title or imprisoned not more than three years, or both.(b) For purposes of this section, a contribution to an authorized committee as defined in section 302(e)(1) of the Federal Election Campaign Act of 1971 shall be considered a contribution to the individual who has authorized such committee.(c) The prohibition in subsection (a) shall not apply to any activity of an employee (as defined in section 7322(1) of title 5) or any individual employed in or under the United States Postal Service or the Postal Regulatory Commission, unless that activity is prohibited by section 7323 or 7324 of such title.(June 25, 1948, ch. 645, 62 Stat. 722; Oct. 31, 1951, ch. 655, §20(b), 65 Stat. 718; Pub. L. 96–187, title II, §201(a)(4), Jan. 8, 1980, 93 Stat. 1367; Pub. L. 103–94, §4(b), Oct. 6, 1993, 107 Stat. 1005; Pub. L. 103–322, title XXXIII, §330016(1)(K), Sept. 13, 1994, 108 Stat. 2147; Pub. L. 109–435, title VI, §604(f), Dec. 20, 2006, 120 Stat. 3242.)Historical and Revision NotesBased on title 18, U.S.C., 1940 ed., §§209, 212 (Mar. 4, 1909, ch. 321, §§119, 122, 35 Stat. 1110).This section consolidates sections 209 and 212 of title 18, U.S.C., 1940 ed., without change of substance.To eliminate ambiguity resulting from use of identical words in reference ""officer or employee of the United States mentioned in section 208 of this title"" as those appearing in section 208 of title 18, U.S.C., 1940 ed., now section 602 of this title, words ""person mentioned in section 602 of this title"" were inserted.Words ""from any such person"" were inserted after ""purpose"", so as to make it clear that the section does not embrace State employees in its provisions. Some Federal agencies are located in State buildings occupied by State employees.The punishment provision was derived from section 212 of title 18, U.S.C., 1940 ed. (See reviser's note under section 602 of this title.)Minor changes were made in phraseology.Editorial NotesReferences in TextSection 301(8) of the Federal Election Campaign Act of 1971, referred to in subsec. (a), is classified to section 30101(8) of Title 52, Voting and Elections.Section 302(e)(1) of the Federal Election Campaign Act of 1971, referred to in subsec. (b), is classified to section 30102(e)(1) of Title 52.Amendments2006-Subsec. (c). Pub. L. 109–435 substituted ""Postal Regulatory Commission"" for ""Postal Rate Commission"".1994-Subsec. (a). Pub. L. 103–322 substituted ""fined under this title"" for ""fined not more than $5,000"".1993-Subsec. (c). Pub. L. 103–94 added subsec. (c).1980-Pub. L. 96–187 substituted provisions relating to the making of political contributions for provisions relating to the place of solicitation. See section 607 of this title.1951-Act Oct. 31, 1951, struck out ""from any such person"" after ""purpose"".Statutory Notes and Related SubsidiariesEffective Date of 1993 Amendment; Savings ProvisionAmendment by Pub. L. 103–94 effective 120 days after Oct. 6, 1993, but not to release or extinguish any penalty, forfeiture, or liability incurred under amended provision, which is to be treated as remaining in force for purpose of sustaining any proper proceeding or action for enforcement of that penalty, forfeiture, or liability, and no provision of Pub. L. 103–94 to affect any proceedings with respect to which charges were filed on or before 120 days after Oct. 6, 1993, with orders to be issued in such proceedings and appeals taken therefrom as if Pub. L. 103–94 had not been enacted, see section 12 of Pub. L. 103–94, set out as an Effective Date; Savings Provision note under section 7321 of Title 5, Government Organization and Employees.Effective Date of 1980 AmendmentAmended by Pub. L. 96–187 effective Jan. 8, 1980, see section 301(a) of Pub. L. 96–187, set out as a note under section 30101 of Title 52, Voting and Elections.","References in TextSection 301(8) of the Federal Election Campaign Act of 1971, referred to in subsec. (a), is classified to section 30101(8) of Title 52, Voting and Elections.Section 302(e)(1) of the Federal Election Campaign Act of 1971, referred to in subsec. (b), is classified to section 30102(e)(1) of Title 52.Amendments2006-Subsec. (c). Pub. L. 109–435 substituted ""Postal Regulatory Commission"" for ""Postal Rate Commission"".1994-Subsec. (a). Pub. L. 103–322 substituted ""fined under this title"" for ""fined not more than $5,000"".1993-Subsec. (c). Pub. L. 103–94 added subsec. (c).1980-Pub. L. 96–187 substituted provisions relating to the making of political contributions for provisions relating to the place of solicitation. See section 607 of this title.1951-Act Oct. 31, 1951, struck out ""from any such person"" after ""purpose"".Statutory Notes and Related SubsidiariesEffective Date of 1993 Amendment; Savings ProvisionAmendment by Pub. L. 103–94 effective 120 days after Oct. 6, 1993, but not to release or extinguish any penalty, forfeiture, or liability incurred under amended provision, which is to be treated as remaining in force for purpose of sustaining any proper proceeding or action for enforcement of that penalty, forfeiture, or liability, and no provision of Pub. L. 103–94 to affect any proceedings with respect to which charges were filed on or before 120 days after Oct. 6, 1993, with orders to be issued in such proceedings and appeals taken therefrom as if Pub. L. 103–94 had not been enacted, see section 12 of Pub. L. 103–94, set out as an Effective Date; Savings Provision note under section 7321 of Title 5, Government Organization and Employees.Effective Date of 1980 AmendmentAmended by Pub. L. 96–187 effective Jan. 8, 1980, see section 301(a) of Pub. L. 96–187, set out as a note under section 30101 of Title 52, Voting and Elections."
604. Solicitation from persons on relief,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title18-section604&num=0&edition=prelim,"Whoever solicits or receives or is in any manner concerned in soliciting or receiving any assessment, subscription, or contribution for any political purpose from any person known by him to be entitled to, or receiving compensation, employment, or other benefit provided for or made possible by any Act of Congress appropriating funds for work relief or relief purposes, shall be fined under this title or imprisoned not more than one year, or both.(June 25, 1948, ch. 645, 62 Stat. 722; Pub. L. 103–322, title XXXIII, §330016(1)(H), Sept. 13, 1994, 108 Stat. 2147.)Historical and Revision NotesBased on title 18, U.S.C., 1940 ed., §§61d, 61g (Aug. 2, 1939, 11:50 a.m., E.S.T., ch. 410, §§5, 8, 53 Stat. 1148).This section consolidates sections 61d and 61g of title 18, U.S.C., 1940 ed.Minor changes were made in phraseology.Editorial NotesAmendments1994-Pub. L. 103–322 substituted ""fined under this title"" for ""fined not more than $1,000"".","Amendments1994-Pub. L. 103–322 substituted ""fined under this title"" for ""fined not more than $1,000""."
605. Disclosure of names of persons on relief,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title18-section605&num=0&edition=prelim,"Whoever, for political purposes, furnishes or discloses any list or names of persons receiving compensation, employment or benefits provided for or made possible by any Act of Congress appropriating, or authorizing the appropriation of funds for work relief or relief purposes, to a political candidate, committee, campaign manager, or to any person for delivery to a political candidate, committee, or campaign manager; andWhoever receives any such list or names for political purposes-Shall be fined under this title or imprisoned not more than one year, or both.(June 25, 1948, ch. 645, 62 Stat. 722; Pub. L. 103–322, title XXXIII, §330016(1)(H), Sept. 13, 1994, 108 Stat. 2147.)Historical and Revision NotesBased on title 18, U.S.C., 1940 ed., §§61e, 61g (Aug. 2, 1939, 11:50 a.m., E.S.T., ch. 410, §§6, 8, 53 Stat. 1148).This section consolidates sections 61e and 61g of title 18, U.S.C., 1940 ed.Reference to persons aiding or assisting, contained in words ""or to aid or assist in furnishing or disclosing"" was omitted as unnecessary as such persons are made principals by section 2 of this title.Changes were made in phraseology.Editorial NotesAmendments1994-Pub. L. 103–322 substituted ""fined under this title"" for ""fined not more than $1,000"".","Amendments1994-Pub. L. 103–322 substituted ""fined under this title"" for ""fined not more than $1,000""."
606. Intimidation to secure political contributions,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title18-section606&num=0&edition=prelim,"Whoever, being one of the officers or employees of the United States mentioned in section 602 of this title, discharges, or promotes, or degrades, or in any manner changes the official rank or compensation of any other officer or employee, or promises or threatens so to do, for giving or withholding or neglecting to make any contribution of money or other valuable thing for any political purpose, shall be fined under this title or imprisoned not more than three years, or both.(June 25, 1948, ch. 645, 62 Stat. 722; Pub. L. 103–322, title XXXIII, §330016(1)(K), Sept. 13, 1994, 108 Stat. 2147.)Historical and Revision NotesBased on title 18, U.S.C., 1940 ed., §§210, 212 (Mar. 4, 1909, ch. 321, §§120, 122, 35 Stat. 1110).This section consolidates sections 210 and 212 of title 18, U.S.C., 1940 ed.Changes were made in phraseology.Editorial NotesAmendments1994-Pub. L. 103–322 substituted ""fined under this title"" for ""fined not more than $5,000"".","Amendments1994-Pub. L. 103–322 substituted ""fined under this title"" for ""fined not more than $5,000""."
607. Place of solicitation,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title18-section607&num=0&edition=prelim,"(a) Prohibition.-(1) In general.-It shall be unlawful for any person to solicit or receive a donation of money or other thing of value in connection with a Federal, State, or local election from a person who is located in a room or building occupied in the discharge of official duties by an officer or employee of the United States. It shall be unlawful for an individual who is an officer or employee of the Federal Government, including the President, Vice President, and Members of Congress, to solicit or receive a donation of money or other thing of value in connection with a Federal, State, or local election, while in any room or building occupied in the discharge of official duties by an officer or employee of the United States, from any person.(2) Penalty.-A person who violates this section shall be fined not more than $5,000, imprisoned not more than 3 years, or both.(b) The prohibition in subsection (a) shall not apply to the receipt of contributions by persons on the staff of a Senator or Representative in, or Delegate or Resident Commissioner to, the Congress or Executive Office of the President, provided, that such contributions have not been solicited in any manner which directs the contributor to mail or deliver a contribution to any room, building, or other facility referred to in subsection (a), and provided that such contributions are transferred within seven days of receipt to a political committee within the meaning of section 302(e) of the Federal Election Campaign Act of 1971.(June 25, 1948, ch. 645, 62 Stat. 722; Pub. L. 96–187, title II, §201(a)(5), Jan. 8, 1980, 93 Stat. 1367; Pub. L. 103–322, title XXXIII, §330016(1)(K), Sept. 13, 1994, 108 Stat. 2147; Pub. L. 107–155, title III, §302, Mar. 27, 2002, 116 Stat. 96.)Historical and Revision NotesBased on title 18, U.S.C., 1940 ed., §§211, 212 (Mar. 4, 1909, ch. 321, §§121, 122, 35 Stat. 1110).This section consolidates sections 211 and 212 of title 18, U.S.C., 1940 ed.This section was expanded to embrace all officers or persons acting on behalf of any independent agencies or Government-owned or controlled corporations by inserting words ""or any department or agency thereof."" (See definitive section 6, and reviser's note under section 201 of this title.)Changes were made in phraseology.Editorial NotesReferences in TextSection 302(e) of the Federal Election Campaign Act of 1971, referred to in subsec. (b), is classified to section 30102(e) of Title 52, Voting and Elections.Amendments2002-Subsec. (a). Pub. L. 107–155, §302(1), added subsec. (a) and struck out former subsec. (a) which read as follows: ""It shall be unlawful for any person to solicit or receive any contribution within the meaning of section 301(8) of the Federal Election Campaign Act of 1971 in any room or building occupied in the discharge of official duties by any person mentioned in section 603, or in any navy yard, fort, or arsenal. Any person who violates this section shall be fined under this title or imprisoned not more than three years, or both.""Subsec. (b). Pub. L. 107–155, §302(2), inserted ""or Executive Office of the President"" after ""Congress"".1994-Subsec. (a). Pub. L. 103–322 substituted ""fined under this title"" for ""fined not more than $5,000"".1980-Pub. L. 96–187 substituted provisions relating to the place of solicitation for provisions relating to the making of political contributions.Statutory Notes and Related SubsidiariesEffective Date of 2002 AmendmentAmendment by Pub. L. 107–155 effective Nov. 6, 2002, see section 402 of Pub. L. 107–155, set out as an Effective Date of 2002 Amendment; Regulations note under section 30101 of Title 52, Voting and Elections.Effective Date of 1980 AmendmentAmendment by Pub. L. 96–187 effective Jan. 8, 1980, see section 301(a) of Pub. L. 96–187, set out as a note under section 30101 of Title 52, Voting and Elections.","References in TextSection 302(e) of the Federal Election Campaign Act of 1971, referred to in subsec. (b), is classified to section 30102(e) of Title 52, Voting and Elections.Amendments2002-Subsec. (a). Pub. L. 107–155, §302(1), added subsec. (a) and struck out former subsec. (a) which read as follows: ""It shall be unlawful for any person to solicit or receive any contribution within the meaning of section 301(8) of the Federal Election Campaign Act of 1971 in any room or building occupied in the discharge of official duties by any person mentioned in section 603, or in any navy yard, fort, or arsenal. Any person who violates this section shall be fined under this title or imprisoned not more than three years, or both.""Subsec. (b). Pub. L. 107–155, §302(2), inserted ""or Executive Office of the President"" after ""Congress"".1994-Subsec. (a). Pub. L. 103–322 substituted ""fined under this title"" for ""fined not more than $5,000"".1980-Pub. L. 96–187 substituted provisions relating to the place of solicitation for provisions relating to the making of political contributions.Statutory Notes and Related SubsidiariesEffective Date of 2002 AmendmentAmendment by Pub. L. 107–155 effective Nov. 6, 2002, see section 402 of Pub. L. 107–155, set out as an Effective Date of 2002 Amendment; Regulations note under section 30101 of Title 52, Voting and Elections.Effective Date of 1980 AmendmentAmendment by Pub. L. 96–187 effective Jan. 8, 1980, see section 301(a) of Pub. L. 96–187, set out as a note under section 30101 of Title 52, Voting and Elections."
608. Absent uniformed services voters and overseas voters,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title18-section608&num=0&edition=prelim,"(a) Whoever knowingly deprives or attempts to deprive any person of a right under the Uniformed and Overseas Citizens Absentee Voting Act shall be fined in accordance with this title or imprisoned not more than five years, or both.(b) Whoever knowingly gives false information for the purpose of establishing the eligibility of any person to register or vote under the Uniformed and Overseas Citizens Absentee Voting Act, or pays or offers to pay, or accepts payment for registering or voting under such Act shall be fined in accordance with this title or imprisoned not more than five years, or both.(Added Pub. L. 99–410, title II, §202(a), Aug. 28, 1986, 100 Stat. 929.)Editorial NotesReferences in TextThe Uniformed and Overseas Citizens Absentee Voting Act, referred to in text, is Pub. L. 99–410, Aug. 28, 1986, 100 Stat. 924, which was formerly classified principally to subchapter I–G (§1973ff et seq.) of chapter 20 of Title 42, The Public Health and Welfare, prior to editorial reclassification and renumbering in Title 52, Voting and Elections, and is now classified principally to chapter 203 (§20301 et seq.) of Title 52. For complete classification of this Act to the Code, see Tables.Prior ProvisionsA prior section 608, acts June 25, 1948, ch. 645, 62 Stat. 723; Feb. 7, 1972, Pub. L. 92–225, title II, §203, 86 Stat. 9; Oct. 15, 1974, Pub. L. 93–443, title I, §101(a), (b), 88 Stat. 1263, 1266, set limitations on campaign contributions and expenditures, prior to repeal by Pub. L. 94–283, title II, §201(a), May 11, 1976, 90 Stat. 496. See section 30116 of Title 52, Voting and Elections.Statutory Notes and Related SubsidiariesEffective DateSection applicable with respect to elections taking place after Dec. 31, 1987, see section 204 of Pub. L. 99–410, set out as a note under section 20301 of Title 52, Voting and Elections.","References in TextThe Uniformed and Overseas Citizens Absentee Voting Act, referred to in text, is Pub. L. 99–410, Aug. 28, 1986, 100 Stat. 924, which was formerly classified principally to subchapter I–G (§1973ff et seq.) of chapter 20 of Title 42, The Public Health and Welfare, prior to editorial reclassification and renumbering in Title 52, Voting and Elections, and is now classified principally to chapter 203 (§20301 et seq.) of Title 52. For complete classification of this Act to the Code, see Tables.Prior ProvisionsA prior section 608, acts June 25, 1948, ch. 645, 62 Stat. 723; Feb. 7, 1972, Pub. L. 92–225, title II, §203, 86 Stat. 9; Oct. 15, 1974, Pub. L. 93–443, title I, §101(a), (b), 88 Stat. 1263, 1266, set limitations on campaign contributions and expenditures, prior to repeal by Pub. L. 94–283, title II, §201(a), May 11, 1976, 90 Stat. 496. See section 30116 of Title 52, Voting and Elections.Statutory Notes and Related SubsidiariesEffective DateSection applicable with respect to elections taking place after Dec. 31, 1987, see section 204 of Pub. L. 99–410, set out as a note under section 20301 of Title 52, Voting and Elections."
609. Use of military authority to influence vote of member of Armed Forces,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title18-section609&num=0&edition=prelim,"Whoever, being a commissioned, noncommissioned, warrant, or petty officer of an Armed Force, uses military authority to influence the vote of a member of the Armed Forces or to require a member of the Armed Forces to march to a polling place, or attempts to do so, shall be fined in accordance with this title or imprisoned not more than five years, or both. Nothing in this section shall prohibit free discussion of political issues or candidates for public office.(Added Pub. L. 99–410, title II, §202(a), Aug. 28, 1986, 100 Stat. 929.)Editorial NotesPrior ProvisionsA prior section 609, act June 25, 1948, ch. 645, 62 Stat. 723, prescribed maximum contributions and expenditures limitation of $3,000,000 for any calendar year, prior to repeal by Pub. L. 92–225, title II, §204, Feb. 7, 1972, 86 Stat. 10, effective sixty days after Feb. 7, 1972.Statutory Notes and Related SubsidiariesEffective DateSection applicable with respect to elections taking place after Dec. 31, 1987, see section 204 of Pub. L. 99–410, set out as a note under section 20301 of Title 52, Voting and Elections.","Prior ProvisionsA prior section 609, act June 25, 1948, ch. 645, 62 Stat. 723, prescribed maximum contributions and expenditures limitation of $3,000,000 for any calendar year, prior to repeal by Pub. L. 92–225, title II, §204, Feb. 7, 1972, 86 Stat. 10, effective sixty days after Feb. 7, 1972.Statutory Notes and Related SubsidiariesEffective DateSection applicable with respect to elections taking place after Dec. 31, 1987, see section 204 of Pub. L. 99–410, set out as a note under section 20301 of Title 52, Voting and Elections."
