Section,Url,Content,Metadata
3109. Breaking doors or windows for entry or exit,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title18-section3109&num=0&edition=prelim,"The officer may break open any outer or inner door or window of a house, or any part of a house, or anything therein, to execute a search warrant, if, after notice of his authority and purpose, he is refused admittance or when necessary to liberate himself or a person aiding him in the execution of the warrant.(June 25, 1948, ch. 645, 62 Stat. 820.)Historical and Revision NotesBased on title 18, U.S.C., 1940 ed., §§618, 619 (June 15, 1917, ch. 30, title XI, §§8, 9, 40 Stat. 229).Said sections 618 and 619 were consolidated with minor changes in phraseology but without change of substance.","Based on title 18, U.S.C., 1940 ed., §§618, 619 (June 15, 1917, ch. 30, title XI, §§8, 9, 40 Stat. 229).Said sections 618 and 619 were consolidated with minor changes in phraseology but without change of substance."
3110. Property defined-(Rule),https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title18-section3110&num=0&edition=prelim,"See Federal Rules of Criminal ProcedureTerm ""property"" as used in Rule 41 includes documents, books, papers and any other tangible objects, Rule 41(g).(June 25, 1948, ch. 645, 62 Stat. 820.)Editorial NotesReferences in TextRule 41(g), referred to in text, was redesignated 41(h) by 1972 amendment eff. Oct. 1, 1972.","References in TextRule 41(g), referred to in text, was redesignated 41(h) by 1972 amendment eff. Oct. 1, 1972."
3111. Property seizable on search warrant-(Rule),https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title18-section3111&num=0&edition=prelim,"See Federal Rules of Criminal ProcedureSpecified property seizable on search warrant, Rule 41(b).(June 25, 1948, ch. 645, 62 Stat. 820.)",
"3112. Repealed. Pub. L. 97-79, §9(b)(3), Nov. 16, 1981, 95 Stat. 1079",https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title18-section3112&num=0&edition=prelim,"18 USC 3112: Repealed. Pub. L. 97-79, §9(b)(3), Nov. 16, 1981, 95 Stat. 1079            Result 1 of 1                                      Current2018 Ed. and Supplement V (1/3/2024)2018 Ed. and Supplement IV (1/5/2023)2018 Ed. and Supplement III (1/3/2022)2018 Ed. and Supplement II (1/13/2021)2018 Ed. and Supplement I (1/24/2020)2018 Main Ed. (1/14/2019)2012 Ed. and Supplement V (1/12/2018)2012 Ed. and Supplement IV (1/6/2017)2012 Ed. and Supplement III (1/3/2016)2012 Ed. and Supplement II (1/5/2015)2012 Ed. and Supplement I (1/16/2014)2012 Main Ed. (1/15/2013)2006 Ed. and Supplement V (1/3/2012)2006 Ed. and Supplement IV (1/7/2011)2006 Ed. and Supplement III (2/1/2010)2006 Ed. and Supplement II (1/5/2009)2006 Ed. and Supplement I (1/8/2008)2006 Main Ed. (1/3/2007)2000 Ed. and Supplement V (1/2/2006)2000 Ed. and Supplement IV (1/3/2005)2000 Ed. and Supplement III (1/19/2004)2000 Ed. and Supplement II (1/6/2003)2000 Ed. and Supplement I (1/22/2002)2000 Main Ed. (1/2/2001)1994 Ed. and Supplement V (1/23/2000)1994 Ed. and Supplement IV (1/5/1999)1994 Ed. and Supplement III (1/26/1998)1994 Ed. and Supplement II (1/6/1997)1994 Ed. and Supplement I (1/16/1996)1994 Main Ed. (1/4/1995)                         Back to Original Document << Previous                                 TITLE 18 / PART II / CHAPTER 205 / § 3112                                 Next >>[Print]                                  [Print selection][OLRC Home]Help 18 USC 3112: Repealed. Pub. L. 97-79, §9(b)(3), Nov. 16, 1981, 95 Stat. 1079Text contains those laws in effect on September 28, 2024From Title 18-CRIMES AND CRIMINAL PROCEDUREPART II-CRIMINAL PROCEDURECHAPTER 205-SEARCHES AND SEIZURES[§3112. Repealed. Pub. L. 97–79, §9(b)(3), Nov. 16, 1981, 95 Stat. 1079]Section, acts June 25, 1948, ch. 645, 62 Stat. 820; Dec. 5, 1969, Pub. L. 91–135, §7(c), 83 Stat. 281; Nov. 8, 1978, Pub. L. 95–616, §3(j)(1), 92 Stat. 3112, provided for issuance of search warrants for seizure of animals, birds, and eggs. See section 3375 of Title 16, Conservation.",
3113. Liquor violations in Indian country,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title18-section3113&num=0&edition=prelim,"If any superintendent of Indian affairs, or commanding officer of a military post, or special agent of the Office of Indian Affairs for the suppression of liquor traffic among Indians and in the Indian country and any authorized deputies under his supervision has probable cause to believe that any person is about to introduce or has introduced any spirituous liquor, beer, wine or other intoxicating liquors named in sections 1154 and 1156 of this title into the Indian country in violation of law, he may cause the places, conveyances, and packages of such person to be searched. If any such intoxicating liquor is found therein, the same, together with such conveyances and packages of such person, shall be seized and delivered to the proper officer, and shall be proceeded against by libel in the proper court, and forfeited, one-half to the informer and one-half to the use of the United States. If such person be a trader, his license shall be revoked and his bond put in suit.Any person in the service of the United States authorized by this section to make searches and seizures, or any Indian may take and destroy any ardent spirits or wine found in the Indian country, except such as are kept or used for scientific, sacramental, medicinal, or mechanical purposes or such as may be introduced therein by the Department of the Army.(June 25, 1948, ch. 645, 62 Stat. 820; Oct. 31, 1951, ch. 655, §30, 65 Stat. 721; Pub. L. 103–322, title XXXIII, §330004(15), Sept. 13, 1994, 108 Stat. 2142.)Historical and Revision NotesBased on sections 246, 248, 252 of title 25, U.S.C., 1940 ed., Indians (R.S. §2140; Mar. 1, 1907, ch. 2285, 34 Stat. 1017; May 18, 1916, ch. 125, §1, 39 Stat. 124).Said sections 246, 248, and 252 were consolidated. References to Indian agent and subagent were deleted since those positions no longer exist. See section 64 of title 25, U.S.C., 1940 ed., Indians, and notes thereunder.Words ""except such as are kept or used for scientific, sacramental, medicinal or mechanical purposes"" were inserted. See reviser's note under section 1154 of this title.Words ""conveyances and packages"" were substituted for the enumeration, ""boats, teams, wagons and sleds * * * and goods, packages and peltries.""Minor changes were made in phraseology.Editorial NotesAmendments1994-Pub. L. 103–322 struck out last par. which read as follows: ""In all cases arising under this section and sections 1154 and 1156 of this title, Indians shall be competent witnesses.""1951-Act Oct. 31, 1951, substituted ""Department of the Army"" for ""War Department"" in second par.","Amendments1994-Pub. L. 103–322 struck out last par. which read as follows: ""In all cases arising under this section and sections 1154 and 1156 of this title, Indians shall be competent witnesses.""1951-Act Oct. 31, 1951, substituted ""Department of the Army"" for ""War Department"" in second par."
3114. Return of seized property and suppression of evidence; motion-(Rule),https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title18-section3114&num=0&edition=prelim,"See Federal Rules of Criminal ProcedureReturn of property and suppression of evidence upon motion, Rule 41(e).(June 25, 1948, ch. 645, 62 Stat. 820.)",
3115. Inventory upon execution and return of search warrant-(Rule),https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title18-section3115&num=0&edition=prelim,"See Federal Rules of Criminal ProcedureInventory of property seized under search warrant and copies to persons affected, Rule 41(d).(June 25, 1948, ch. 645, 62 Stat. 820.)",
3116. Records of examining magistrate judge; return to clerk of court-(Rule),https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title18-section3116&num=0&edition=prelim,"See Federal Rules of Criminal ProcedureMagistrate judges and clerks of court to keep records as prescribed by Director of the Administrative Office of the United States Courts, Rule 55.Return or filing of records with clerk, Rule 41(f).(June 25, 1948, ch. 645, 62 Stat. 821; Pub. L. 90–578, title III, §301(a)(4), Oct. 17, 1968, 82 Stat. 1115; Pub. L. 101–650, title III, §321, Dec. 1, 1990, 104 Stat. 5117.)Historical and Revision NotesSection 627 of title 18, U.S.C., 1940 ed., relating to the filing of search warrants and companion papers, was omitted as unnecessary in view of Rule 41(f) of the Federal Rules of Criminal Procedure.Editorial NotesReferences in TextRule 41(f), referred to in text, was redesignated 41(g) by 1972 amendment eff. Oct. 1, 1972.Amendments1968-Pub. L. 90–578 substituted ""Magistrates"" for ""Commissioners"".Statutory Notes and Related SubsidiariesChange of NameWords ""magistrate judge"" substituted for ""magistrate"" in section catchline and ""Magistrate judges"" substituted for ""Magistrates"" in text pursuant to section 321 of Pub. L. 101–650, set out as a note under section 631 of Title 28, Judiciary and Judicial Procedure.Effective Date of 1968 AmendmentAmendment by Pub. L. 90–578 effective Oct. 17, 1968, except when a later effective date is applicable, which is the earlier of date when implementation of amendment by appointment of magistrates [now United States magistrate judges] and assumption of office takes place or third anniversary of enactment of Pub. L. 90–578 on Oct. 17, 1968, see section 403 of Pub. L. 90–578, set out as a note under section 631 of Title 28, Judiciary and Judicial Procedure.","References in TextRule 41(f), referred to in text, was redesignated 41(g) by 1972 amendment eff. Oct. 1, 1972.Amendments1968-Pub. L. 90–578 substituted ""Magistrates"" for ""Commissioners"".Statutory Notes and Related SubsidiariesChange of NameWords ""magistrate judge"" substituted for ""magistrate"" in section catchline and ""Magistrate judges"" substituted for ""Magistrates"" in text pursuant to section 321 of Pub. L. 101–650, set out as a note under section 631 of Title 28, Judiciary and Judicial Procedure.Effective Date of 1968 AmendmentAmendment by Pub. L. 90–578 effective Oct. 17, 1968, except when a later effective date is applicable, which is the earlier of date when implementation of amendment by appointment of magistrates [now United States magistrate judges] and assumption of office takes place or third anniversary of enactment of Pub. L. 90–578 on Oct. 17, 1968, see section 403 of Pub. L. 90–578, set out as a note under section 631 of Title 28, Judiciary and Judicial Procedure."
3117. Mobile tracking devices,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title18-section3117&num=0&edition=prelim,"(a) In General.-If a court is empowered to issue a warrant or other order for the installation of a mobile tracking device, such order may authorize the use of that device within the jurisdiction of the court, and outside that jurisdiction if the device is installed in that jurisdiction.(b) Definition.-As used in this section, the term ""tracking device"" means an electronic or mechanical device which permits the tracking of the movement of a person or object.(Added Pub. L. 99–508, title I, §108(a), Oct. 21, 1986, 100 Stat. 1858.)Editorial NotesCodificationAnother section 3117 was renumbered section 3118 of this title.Statutory Notes and Related SubsidiariesEffective DateSection effective 90 days after Oct. 21, 1986, and, in case of conduct pursuant to court order or extension, applicable only with respect to court orders and extensions made after such date, with special rule for State authorizations of interceptions, see section 111 of Pub. L. 99–508, set out as an Effective Date of 1986 Amendment note under section 2510 of this title.","CodificationAnother section 3117 was renumbered section 3118 of this title.Statutory Notes and Related SubsidiariesEffective DateSection effective 90 days after Oct. 21, 1986, and, in case of conduct pursuant to court order or extension, applicable only with respect to court orders and extensions made after such date, with special rule for State authorizations of interceptions, see section 111 of Pub. L. 99–508, set out as an Effective Date of 1986 Amendment note under section 2510 of this title."
3118. Implied consent for certain tests,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title18-section3118&num=0&edition=prelim,"(a) Consent.-Whoever operates a motor vehicle in the special maritime and territorial jurisdiction of the United States consents thereby to a chemical test or tests of such person's blood, breath, or urine, if arrested for any offense arising from such person's driving while under the influence of a drug or alcohol in such jurisdiction. The test or tests shall be administered upon the request of a police officer having reasonable grounds to believe the person arrested to have been driving a motor vehicle upon the special maritime and territorial jurisdiction of the United States while under the influence of drugs or alcohol in violation of the laws of a State, territory, possession, or district.(b) Effect of Refusal.-Whoever, having consented to a test or tests by reason of subsection (a), refuses to submit to such a test or tests, after having first been advised of the consequences of such a refusal, shall be denied the privilege of operating a motor vehicle upon the special maritime and territorial jurisdiction of the United States during the period of a year commencing on the date of arrest upon which such test or tests was refused, and such refusal may be admitted into evidence in any case arising from such person's driving while under the influence of a drug or alcohol in such jurisdiction. Any person who operates a motor vehicle in the special maritime and territorial jurisdiction of the United States after having been denied such privilege under this subsection shall be treated for the purposes of any civil or criminal proceedings arising out of such operation as operating such vehicle without a license to do so.(Added Pub. L. 100–690, title VI, §6477(b)(1), Nov. 18, 1988, 102 Stat. 4381, §3117; renumbered §3118, Pub. L. 101–647, title XXXV, §3574, Nov. 29, 1990, 104 Stat. 4929.)Editorial NotesAmendments1990-Pub. L. 101–647 renumbered second section 3117 of this title as this section.",Amendments1990-Pub. L. 101–647 renumbered second section 3117 of this title as this section.
