Section,Url,Content,Metadata
960. Expedition against friendly nation,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title18-section960&num=0&edition=prelim,"Whoever, within the United States, knowingly begins or sets on foot or provides or prepares a means for or furnishes the money for, or takes part in, any military or naval expedition or enterprise to be carried on from thence against the territory or dominion of any foreign prince or state, or of any colony, district, or people with whom the United States is at peace, shall be fined under this title or imprisoned not more than three years, or both.(June 25, 1948, ch. 645, 62 Stat. 745; Pub. L. 103–322, title XXXIII, §330016(1)(J), Sept. 13, 1994, 108 Stat. 2147.)Historical and Revision NotesBased on title 18, U.S.C., 1940 ed., §25 (Mar. 4, 1909, ch. 321, §13, 35 Stat. 1090; June 15, 1917, ch. 30, title V, §8, 40 Stat. 223).Words ""within the United States"" were substituted for ""within the jurisdiction"" etc., in view of the definition of United States in section 5 of this title.Reference to territory or possessions of the United States was omitted as covered by definitive section 5 of this title.Editorial NotesAmendments1994-Pub. L. 103–322 substituted ""fined under this title"" for ""fined not more than $3,000"".","Amendments1994-Pub. L. 103–322 substituted ""fined under this title"" for ""fined not more than $3,000""."
961. Strengthening armed vessel of foreign nation,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title18-section961&num=0&edition=prelim,"Whoever, within the United States, increases or augments the force of any ship of war, cruiser, or other armed vessel which, at the time of her arrival within the United States, was a ship of war, or cruiser, or armed vessel, in the service of any foreign prince or state, or of any colony, district, or people, or belonging to the subjects or citizens of any such prince or state, colony, district, or people, the same being at war with any foreign prince or state, or of any colony, district, or people, with whom the United States is at peace, by adding to the number of the guns of such vessel, or by changing those on board of her for guns of a larger caliber, or by adding thereto any equipment solely applicable to war, shall be fined under this title or imprisoned not more than one year, or both.(June 25, 1948, ch. 645, 62 Stat. 746; Pub. L. 103–322, title XXXIII, §330016(1)(H), Sept. 13, 1994, 108 Stat. 2147.)Historical and Revision NotesBased on title 18, U.S.C., 1940 ed., §24 (Mar. 4, 1909, ch. 321, §12, 35 Stat. 1090).Reference to persons causing or procuring was omitted as unnecessary in view of definition of ""principal"" in section 2 of this title.Mandatory punishment was rephrased in the alternative.Words ""within the United States"" were substituted for ""within the territory or jurisdiction"" etc., in view of the definition of United States in section 5 of this title.Minor changes in phraseology were made.Editorial NotesAmendments1994-Pub. L. 103–322 substituted ""fined under this title"" for ""fined not more than $1,000"".","Amendments1994-Pub. L. 103–322 substituted ""fined under this title"" for ""fined not more than $1,000""."
962. Arming vessel against friendly nation,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title18-section962&num=0&edition=prelim,"Whoever, within the United States, furnishes, fits out, arms, or attempts to furnish, fit out or arm, any vessel, with intent that such vessel shall be employed in the service of any foreign prince, or state, or of any colony, district, or people, to cruise, or commit hostilities against the subjects, citizens, or property of any foreign prince or state, or of any colony, district, or people with whom the United States is at peace; orWhoever issues or delivers a commission within the United States for any vessel, to the intent that she may be so employed-Shall be fined under this title or imprisoned not more than three years, or both.Every such vessel, her tackle, apparel, and furniture, together with all materials, arms, ammunition, and stores which may have been procured for the building and equipment thereof, shall be forfeited, one half to the use of the informer and the other half to the use of the United States.(June 25, 1948, ch. 645, 62 Stat. 746; Pub. L. 103–322, title XXXIII, §330016(1)(L), Sept. 13, 1994, 108 Stat. 2147.)Historical and Revision NotesBased on title 18, U.S.C., 1940 ed., §23 (Mar. 4, 1909, ch. 321, §11, 35 Stat. 1090).Reference to persons causing or procuring was omitted as unnecessary in view of definition of ""principal"" in section 2 of this title.Words ""within the United States"" were substituted for ""within the jurisdiction"" etc., in view of the definition of United States in section 5 of this title.Mandatory punishment provision was rephrased in the alternative.Minor change was made in phraseology.Editorial NotesAmendments1994-Pub. L. 103–322 substituted ""fined under this title"" for ""fined not more than $10,000"" in third par.","Amendments1994-Pub. L. 103–322 substituted ""fined under this title"" for ""fined not more than $10,000"" in third par."
963. Detention of armed vessel,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title18-section963&num=0&edition=prelim,"(a) During a war in which the United States is a neutral nation, the President, or any person authorized by him, may detain any armed vessel owned wholly or in part by citizens of the United States, or any vessel, domestic or foreign (other than one which has entered the ports of the United States as a public vessel), which is manifestly built for warlike purposes or has been converted or adapted from a private vessel to one suitable for warlike use, until the owner or master, or person having charge of such vessel, shall furnish proof satisfactory to the President, or to the person duly authorized by him, that the vessel will not be employed to cruise against or commit or attempt to commit hostilities upon the subjects, citizens, or property of any foreign prince or state, or of any colony, district, or people with which the United States is at peace, and that the said vessel will not be sold or delivered to any belligerent nation, or to an agent, officer, or citizen of such nation, by them or any of them, within the jurisdiction of the United States, or upon the high seas.(b) Whoever, in violation of this section takes, or attempts to take, or authorizes the taking of any such vessel, out of port or from the United States, shall be fined under this title or imprisoned not more than ten years, or both.In addition, such vessel, her tackle, apparel, furniture, equipment, and her cargo shall be forfeited to the United States.(June 25, 1948, ch. 645, 62 Stat. 746; Pub. L. 103–322, title XXXIII, §330016(1)(L), Sept. 13, 1994, 108 Stat. 2147.)Historical and Revision NotesBased on title 18, U.S.C., 1940 ed., §§32, 36 (June 15, 1917, ch. 30, title V, §§2, 6, 40 Stat. 221, 222; Mar. 28, 1940, ch. 72, §5, 54 Stat. 79).Section consolidates said sections of title 18, U.S.C., 1940 ed.Words ""within the United States"" were substituted for ""within the jurisdiction"" etc., in view of the definition of United States in section 5 of this title.Mandatory punishment provision was rephrased in the alternative.The conspiracy provision of said section 36 was omitted as covered by section 371 of this title. See reviser's note under that section.Changes in phraseology were also made.Editorial NotesAmendments1994-Subsec. (b). Pub. L. 103–322 substituted ""fined under this title"" for ""fined not more than $10,000"".Executive DocumentsDelegation of FunctionsFor delegation to Secretary of Homeland Security of authority vested in President by this section, see section 1(l) of Ex. Ord. No. 10637, Sept. 16, 1955, 20 F.R. 7025, as amended, set out as a note under section 301 of Title 3, The President.","Amendments1994-Subsec. (b). Pub. L. 103–322 substituted ""fined under this title"" for ""fined not more than $10,000"".Executive DocumentsDelegation of FunctionsFor delegation to Secretary of Homeland Security of authority vested in President by this section, see section 1(l) of Ex. Ord. No. 10637, Sept. 16, 1955, 20 F.R. 7025, as amended, set out as a note under section 301 of Title 3, The President."
964. Delivering armed vessel to belligerent nation,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title18-section964&num=0&edition=prelim,"(a) During a war in which the United States is a neutral nation, it shall be unlawful to send out of the United States any vessel built, armed, or equipped as a vessel of war, or converted from a private vessel into a vessel of war, with any intent or under any agreement or contract that such vessel will be delivered to a belligerent nation, or to an agent, officer, or citizen of such nation, or with reasonable cause to believe that the said vessel will be employed in the service of any such belligerent nation after its departure from the jurisdiction of the United States.(b) Whoever, in violation of this section, takes or attempts to take, or authorizes the taking of any such vessel, out of port or from the United States, shall be fined under this title or imprisoned not more than ten years, or both.In addition, such vessel, her tackle, apparel, furniture, equipment, and her cargo shall be forfeited to the United States.(June 25, 1948, ch. 645, 62 Stat. 747; Pub. L. 103–322, title XXXIII, §330016(1)(L), Sept. 13, 1994, 108 Stat. 2147.)Historical and Revision NotesBased on title 18, U.S.C., 1940 ed., §§33, 36 (June 15, 1917, ch. 30, title V, §§3, 6, 40 Stat. 222; Mar. 28, 1940, ch. 72, §5, 54 Stat. 79).Section consolidates said sections of title 18, U.S.C., 1940 ed.Words ""within the United States"" were substituted for ""within the jurisdiction"" etc., in view of the definition of United States in section 5 of this title.Mandatory punishment provision was rephrased in the alternative.The conspiracy provision of said section 36 was omitted as covered by section 371 of this title. See reviser's note under that section.Minor changes of phraseology were made.Editorial NotesAmendments1994-Subsec. (b). Pub. L. 103–322 substituted ""fined under this title"" for ""fined not more than $10,000"".","Amendments1994-Subsec. (b). Pub. L. 103–322 substituted ""fined under this title"" for ""fined not more than $10,000""."
965. Verified statements as prerequisite to vessel's departure,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title18-section965&num=0&edition=prelim,"(a) During a war in which the United States is a neutral nation, every master or person having charge or command of any vessel, domestic or foreign, whether requiring clearance or not, before departure of such vessel from port shall, in addition to the facts required by section 431 of the Tariff Act of 1930 (19 U.S.C. 1431) and section 60105 of title 46, to be set out in the masters' and shippers' manifests before clearance will be issued to vessels bound to foreign ports, deliver to the Customs Service a statement, duly verified by oath, that the cargo or any part of the cargo is or is not to be delivered to other vessels in port or to be transshipped on the high seas, and, if it is to be so delivered or transshipped, stating the kind and quantities and the value of the total quantity of each kind of article so to be delivered or transshipped, and the name of the person, corporation, vessel, or government to whom the delivery or transshipment is to be made; and the owners, shippers, or consignors of the cargo of such vessel shall in the same manner and under the same conditions deliver to the Customs Service like statements under oath as to the cargo or the parts thereof laden or shipped by them, respectively.(b) Whoever, in violation of this section, takes or attempts to take, or authorizes the taking of any such vessel, out of port or from the United States, shall be fined under this title or imprisoned not more than ten years, or both.In addition, such vessel, her tackle, apparel, furniture, equipment, and her cargo shall be forfeited to the United States.The Secretary of the Treasury is authorized to promulgate regulations upon compliance with which vessels engaged in the coastwise trade or fisheries or used solely for pleasure may be relieved from complying with this section.(June 25, 1948, ch. 645, 62 Stat. 747; Pub. L. 103–182, title VI, §687, Dec. 8, 1993, 107 Stat. 2221; Pub. L. 103–322, title XXXIII, §330016(1)(L), Sept. 13, 1994, 108 Stat. 2147; Pub. L. 109–304, §17(d)(5), Oct. 6, 2006, 120 Stat. 1707.)Historical and Revision NotesBased on title 18, U.S.C., 1940 ed., §§34, 36 (June 15, 1917, ch. 30, title V, §§4, 6, 40 Stat. 222; Mar. 28, 1940, ch. 72, §5, 54 Stat. 79).Section consolidates said sections of title 18, U.S.C., 1940 ed.Words ""within the United States"" were substituted for ""within the jurisdiction"" etc., in view of the definition of United States in section 5 of this title.Mandatory punishment provision was rephrased in the alternative.Words in subsection (a), referring to title 46, sections 91, 92, and 94, ""each of which sections is hereby declared to be and is continued in full force and effect,"" were omitted as surplusage.The conspiracy provision of said section 36 was omitted as covered by section 371 of this title. See reviser's note under that section.The final paragraph of the revised section was added on advice of the Treasury Department, to conform with administrative practice and because of the unnecessary burden upon domestic commerce had the provisions of this section been enforced against coastwise, fishing, and pleasure vessels.Minor changes of phraseology were made.Editorial NotesAmendments2006-Subsec. (a). Pub. L. 109–304 substituted ""section 60105 of title 46"" for ""section 4197 of the Revised Statutes of the United States (46 U.S.C. App. 91)"".1994-Subsec. (b). Pub. L. 103–322 substituted ""fined under this title"" for ""fined not more than $10,000"".1993-Subsec. (a). Pub. L. 103–182 substituted ""section 431 of the Tariff Act of 1930 (19 U.S.C. 1431) and section 4197 of the Revised Statutes of the United States (46 U.S.C. App. 91),"" for ""sections 91, 92, and 94 of Title 46"", ""deliver to the Customs Service"" for ""deliver to the collector of customs for the district wherein such vessel is then located"", and ""the Customs Service like"" for ""the collector like"".Statutory Notes and Related SubsidiariesTransfer of FunctionsFor transfer of functions, personnel, assets, and liabilities of the United States Customs Service of the Department of the Treasury, including functions of the Secretary of the Treasury relating thereto, to the Secretary of Homeland Security, and for treatment of related references, see sections 203(1), 551(d), 552(d), and 557 of Title 6, Domestic Security, and the Department of Homeland Security Reorganization Plan of November 25, 2002, as modified, set out as a note under section 542 of Title 6. For establishment of U.S. Customs and Border Protection in the Department of Homeland Security, treated as if included in Pub. L. 107–296 as of Nov. 25, 2002, see section 211 of Title 6, as amended generally by Pub. L. 114–125, and section 802(b) of Pub. L. 114–125, set out as a note under section 211 of Title 6.Executive DocumentsTransfer of FunctionsAll offices of collector of customs, comptroller of customs, surveyor of customs, and appraiser of merchandise in Bureau of Customs of Department of the Treasury to which appointments were required to be made by President with advice and consent of Senate ordered abolished, with such offices to be terminated not later than Dec. 31, 1966, by Reorg. Plan No. 1 of 1965, eff. May 25, 1965, 30 F.R. 7035, 79 Stat. 1317, set out in the Appendix to Title 5, Government Organization and Employees. All functions of offices eliminated were already vested in Secretary of the Treasury by Reorg. Plan No. 26 of 1950. eff. July 31, 1950, 15 F.R. 4935, 64 Stat. 1280, set out in the Appendix to Title 5.","Amendments2006-Subsec. (a). Pub. L. 109–304 substituted ""section 60105 of title 46"" for ""section 4197 of the Revised Statutes of the United States (46 U.S.C. App. 91)"".1994-Subsec. (b). Pub. L. 103–322 substituted ""fined under this title"" for ""fined not more than $10,000"".1993-Subsec. (a). Pub. L. 103–182 substituted ""section 431 of the Tariff Act of 1930 (19 U.S.C. 1431) and section 4197 of the Revised Statutes of the United States (46 U.S.C. App. 91),"" for ""sections 91, 92, and 94 of Title 46"", ""deliver to the Customs Service"" for ""deliver to the collector of customs for the district wherein such vessel is then located"", and ""the Customs Service like"" for ""the collector like"".Statutory Notes and Related SubsidiariesTransfer of FunctionsFor transfer of functions, personnel, assets, and liabilities of the United States Customs Service of the Department of the Treasury, including functions of the Secretary of the Treasury relating thereto, to the Secretary of Homeland Security, and for treatment of related references, see sections 203(1), 551(d), 552(d), and 557 of Title 6, Domestic Security, and the Department of Homeland Security Reorganization Plan of November 25, 2002, as modified, set out as a note under section 542 of Title 6. For establishment of U.S. Customs and Border Protection in the Department of Homeland Security, treated as if included in Pub. L. 107–296 as of Nov. 25, 2002, see section 211 of Title 6, as amended generally by Pub. L. 114–125, and section 802(b) of Pub. L. 114–125, set out as a note under section 211 of Title 6.Executive DocumentsTransfer of FunctionsAll offices of collector of customs, comptroller of customs, surveyor of customs, and appraiser of merchandise in Bureau of Customs of Department of the Treasury to which appointments were required to be made by President with advice and consent of Senate ordered abolished, with such offices to be terminated not later than Dec. 31, 1966, by Reorg. Plan No. 1 of 1965, eff. May 25, 1965, 30 F.R. 7035, 79 Stat. 1317, set out in the Appendix to Title 5, Government Organization and Employees. All functions of offices eliminated were already vested in Secretary of the Treasury by Reorg. Plan No. 26 of 1950. eff. July 31, 1950, 15 F.R. 4935, 64 Stat. 1280, set out in the Appendix to Title 5."
966. Departure of vessel forbidden for false statements,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title18-section966&num=0&edition=prelim,"(a) Whenever it appears that the vessel is not entitled to clearance or whenever there is reasonable cause to believe that the additional statements under oath required in section 965 of this title are false, the collector of customs for the district in which the vessel is located may, subject to review by the head of the department or agency charged with the administration of laws relating to clearance of vessels, refuse clearance to any vessel, domestic or foreign, and by formal notice served upon the owners, master, or person or persons in command or charge of any domestic vessel for which clearance is not required by law, forbid the departure of the vessel from the port or from the United States. It shall thereupon be unlawful for the vessel to depart.(b) Whoever, in violation of this section, takes or attempts to take, or authorizes the taking of any such vessel, out of port or from the United States, shall be fined under this title or imprisoned not more than ten years, or both.In addition, such vessel, her tackle, apparel, furniture, equipment, and her cargo shall be forfeited to the United States.(June 25, 1948, ch. 645, 62 Stat. 747; Pub. L. 103–322, title XXXIII, §330016(1)(L), Sept. 13, 1994, 108 Stat. 2147.)Historical and Revision NotesBased on title 18, U.S.C., 1940 ed., §§35, 36 (June 15, 1917, ch. 30, title V, §§5, 6, 40 Stat. 222; Mar. 28, 1940, ch. 72, §5, 54 Stat. 79).Section consolidates said sections of title 18, U.S.C., 1940 ed.Mandatory punishment provision was rephrased in the alternative.The phrase ""by the head of the department or agency charged with the administration of laws relating to clearance of vessels,"" was substituted for ""by the Secretary of Commerce"" in view of Executive Order No. 9083 (F.R. 1609) transferring functions to the Commissioner of Customs.The conspiracy provision of said section 36 was omitted as covered by section 371 of this title. See reviser's note under that section.Minor changes of phraseology were made.Editorial NotesAmendments1994-Subsec. (b). Pub. L. 103–322 substituted ""fined under this title"" for ""fined not more than $10,000"".Executive DocumentsTransfer of FunctionsAll offices of collector of customs, comptroller of customs, surveyor of customs, and appraiser of merchandise in Bureau of Customs of Department of the Treasury to which appointments were required to be made by President with advice and consent of Senate ordered abolished, with such offices to be terminated not later than Dec. 31, 1966, by Reorg. Plan No. 1 of 1965, eff. May 25, 1965, 30 F.R. 7035, 79 Stat. 1317, set out in the Appendix to Title 5, Government Organization and Employees. All functions of offices eliminated were already vested in Secretary of the Treasury by Reorg. Plan No. 26 of 1950, eff. July 31, 1950, 15 F.R. 4935, 64 Stat. 1280, set out in the Appendix to Title 5.","Amendments1994-Subsec. (b). Pub. L. 103–322 substituted ""fined under this title"" for ""fined not more than $10,000"".Executive DocumentsTransfer of FunctionsAll offices of collector of customs, comptroller of customs, surveyor of customs, and appraiser of merchandise in Bureau of Customs of Department of the Treasury to which appointments were required to be made by President with advice and consent of Senate ordered abolished, with such offices to be terminated not later than Dec. 31, 1966, by Reorg. Plan No. 1 of 1965, eff. May 25, 1965, 30 F.R. 7035, 79 Stat. 1317, set out in the Appendix to Title 5, Government Organization and Employees. All functions of offices eliminated were already vested in Secretary of the Treasury by Reorg. Plan No. 26 of 1950, eff. July 31, 1950, 15 F.R. 4935, 64 Stat. 1280, set out in the Appendix to Title 5."
967. Departure of vessel forbidden in aid of neutrality,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title18-section967&num=0&edition=prelim,"(a) During a war in which the United States is a neutral nation, the President, or any person authorized by him, may withhold clearance from or to any vessel, domestic or foreign, or, by service of formal notice upon the owner, master, or person in command or in charge of any domestic vessel not required to secure clearances, may forbid its departure from port or from the United States, whenever there is reasonable cause to believe that such vessel is about to carry fuel, arms, ammunition, men, supplies, dispatches, or information to any warship, tender, or supply ship of a foreign belligerent nation in violation of the laws, treaties, or obligations of the United States under the law of nations. It shall thereupon be unlawful for such vessel to depart.(b) Whoever, in violation of this section, takes or attempts to take, or authorizes the taking of any such vessel, out of port or from the United States, shall be fined under this title or imprisoned not more than ten years, or both. In addition, such vessel, her tackle, apparel, furniture, equipment, and her cargo shall be forfeited to the United States.(June 25, 1948, ch. 645, 62 Stat. 748; Pub. L. 103–322, title XXXIII, §330016(1)(L), Sept. 13, 1994, 108 Stat. 2147.)Historical and Revision NotesBased on title 18, U.S.C., 1940 ed., §§31, 36 (June 15, 1917, ch. 30, title V, §§1, 6, 40 Stat. 221, 222; Mar. 28, 1940, ch. 72, §5, 54 Stat. 79).Section consolidates said sections of title 18, U.S.C., 1940 ed., with minor changes in translations and phraseology.Mandatory punishment provision was rephrased in the alternative.The conspiracy provision of said section 36 was omitted as covered by section 371 of this title. See reviser's note under that section.Changes in phraseology were also made.Editorial NotesAmendments1994-Subsec. (b). Pub. L. 103–322 substituted ""fined under this title"" for ""fined not more than $10,000"".Executive DocumentsDelegation of FunctionsFor delegation to Secretary of Homeland Security of authority vested in President by this section, see section 1(m) of Ex. Ord. No. 10637, Sept. 16, 1955, 20 F.R. 7025, as amended, set out as a note under section 301 of Title 3, The President.","Amendments1994-Subsec. (b). Pub. L. 103–322 substituted ""fined under this title"" for ""fined not more than $10,000"".Executive DocumentsDelegation of FunctionsFor delegation to Secretary of Homeland Security of authority vested in President by this section, see section 1(m) of Ex. Ord. No. 10637, Sept. 16, 1955, 20 F.R. 7025, as amended, set out as a note under section 301 of Title 3, The President."
"968. Repealed. Aug. 26, 1954, ch. 937, title V, §542(a)(14), 68 Stat. 861",https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title18-section968&num=0&edition=prelim,"]Section, act June 25, 1948, ch. 645, 62 Stat. 748, related to exportation of war materials to certain countries. See section 1934 of Title 22, Foreign Relations and Intercourse.",
"969. Repealed. Pub. L. 101-647, title XII, §1207(a), Nov. 29, 1990, 104 Stat. 4832",https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title18-section969&num=0&edition=prelim,"18 USC 969: Repealed. Pub. L. 101-647, title XII, §1207(a), Nov. 29, 1990, 104 Stat. 4832            Result 1 of 1                                      Current2018 Ed. and Supplement V (1/3/2024)2018 Ed. and Supplement IV (1/5/2023)2018 Ed. and Supplement III (1/3/2022)2018 Ed. and Supplement II (1/13/2021)2018 Ed. and Supplement I (1/24/2020)2018 Main Ed. (1/14/2019)2012 Ed. and Supplement V (1/12/2018)2012 Ed. and Supplement IV (1/6/2017)2012 Ed. and Supplement III (1/3/2016)2012 Ed. and Supplement II (1/5/2015)2012 Ed. and Supplement I (1/16/2014)2012 Main Ed. (1/15/2013)2006 Ed. and Supplement V (1/3/2012)2006 Ed. and Supplement IV (1/7/2011)2006 Ed. and Supplement III (2/1/2010)2006 Ed. and Supplement II (1/5/2009)2006 Ed. and Supplement I (1/8/2008)2006 Main Ed. (1/3/2007)2000 Ed. and Supplement V (1/2/2006)2000 Ed. and Supplement IV (1/3/2005)2000 Ed. and Supplement III (1/19/2004)2000 Ed. and Supplement II (1/6/2003)2000 Ed. and Supplement I (1/22/2002)2000 Main Ed. (1/2/2001)1994 Ed. and Supplement V (1/23/2000)1994 Ed. and Supplement IV (1/5/1999)1994 Ed. and Supplement III (1/26/1998)1994 Ed. and Supplement II (1/6/1997)1994 Ed. and Supplement I (1/16/1996)1994 Main Ed. (1/4/1995)                         Back to Original Document << Previous                                 TITLE 18 / PART I / CHAPTER 45 / § 969                                 Next >>[Print]                                  [Print selection][OLRC Home]Help 18 USC 969: Repealed. Pub. L. 101-647, title XII, §1207(a), Nov. 29, 1990, 104 Stat. 4832Text contains those laws in effect on September 27, 2024From Title 18-CRIMES AND CRIMINAL PROCEDUREPART I-CRIMESCHAPTER 45-FOREIGN RELATIONS[§969. Repealed. Pub. L. 101–647, title XII, §1207(a), Nov. 29, 1990, 104 Stat. 4832]Section, act June 25, 1948, ch. 645, 62 Stat. 748, related to penalties for exporting arms, liquor, and narcotics to Pacific Islands.",
970. Protection of property occupied by foreign governments,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title18-section970&num=0&edition=prelim,"(a) Whoever willfully injures, damages, or destroys, or attempts to injure, damage, or destroy, any property, real or personal, located within the United States and belonging to or utilized or occupied by any foreign government or international organization, by a foreign official or official guest, shall be fined under this title, or imprisoned not more than five years, or both.(b) Whoever, willfully with intent to intimidate, coerce, threaten, or harass-(1) forcibly thrusts any part of himself or any object within or upon that portion of any building or premises located within the United States, which portion is used or occupied for official business or for diplomatic, consular, or residential purposes by-(A) a foreign government, including such use as a mission to an international organization;(B) an international organization;(C) a foreign official; or(D) an official guest; or(2) refuses to depart from such portion of such building or premises after a request-(A) by an employee of a foreign government or of an international organization, if such employee is authorized to make such request by the senior official of the unit of such government or organization which occupies such portion of such building or premises;(B) by a foreign official or any member of the foreign official's staff who is authorized by the foreign official to make such request;(C) by an official guest or any member of the official guest's staff who is authorized by the official guest to make such request; or(D) by any person present having law enforcement powers;shall be fined under this title or imprisoned not more than six months, or both.(c) For the purpose of this section ""foreign government"", ""foreign official"", ""international organization"", and ""official guest"" shall have the same meanings as those provided in section 1116(b) of this title.(Added Pub. L. 92–539, title IV, §401, Oct. 24, 1972, 86 Stat. 1073; amended Pub. L. 94–467, §7, Oct. 8, 1976, 90 Stat. 2000; Pub. L. 103–322, title XXXIII, §330016(1)(L), Sept. 13, 1994, 108 Stat. 2147; Pub. L. 104–294, title VI, §601(a)(2), Oct. 11, 1996, 110 Stat. 3498.)Editorial NotesAmendments1996-Subsec. (b). Pub. L. 104–294 substituted ""fined under this title"" for ""fined not more than $500"" in concluding provisions.1994-Subsec. (a). Pub. L. 103–322 substituted ""fined under this title"" for ""fined not more than $10,000"".1976-Subsecs. (b), (c). Pub. L. 94–467 added subsec. (b), redesignated former subsec. (b) as (c), and struck out reference to section 1116(c) of this title.","Amendments1996-Subsec. (b). Pub. L. 104–294 substituted ""fined under this title"" for ""fined not more than $500"" in concluding provisions.1994-Subsec. (a). Pub. L. 103–322 substituted ""fined under this title"" for ""fined not more than $10,000"".1976-Subsecs. (b), (c). Pub. L. 94–467 added subsec. (b), redesignated former subsec. (b) as (c), and struck out reference to section 1116(c) of this title."
